"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6720","The test for getting the value from the field","","Tue May 13 09:25:52 GMT 2025","passed","Tue May 13 09:25:59 GMT 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","read"
"Sorting is not available for the Form widget","6456","Sorting test","","Tue May 13 09:34:25 GMT 2025","passed","Tue May 13 09:34:31 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9219","A test to get the field color value in Hex format","","Tue May 13 09:41:08 GMT 2025","passed","Tue May 13 09:41:17 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","color"
"Sorting is not available for the Form widget","5023","Sorting test","","Tue May 13 09:32:55 GMT 2025","passed","Tue May 13 09:33:00 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","sorting"
"The test checks for the disabled attribute","7423","A test to check the field for ""Read-only""","","Tue May 13 09:31:14 GMT 2025","passed","Tue May 13 09:31:21 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","6412","Required Message text Verification field test","","Tue May 13 09:35:05 GMT 2025","passed","Tue May 13 09:35:11 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","required"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10740","Confirmation Popup Validation Test","","Tue May 13 09:40:11 GMT 2025","passed","Tue May 13 09:40:21 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","confirm"
"The test sets one value in the field, then checks the list with the expected value.","29802","A test for setting a single value in a field","","Tue May 13 09:33:09 GMT 2025","passed","Tue May 13 09:33:39 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_once"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","6452","Business Exception Validation Test","","Tue May 13 09:33:28 GMT 2025","passed","Tue May 13 09:33:35 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","businessException"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","10037","Required Message text Verification field test","","Tue May 13 09:36:50 GMT 2025","passed","Tue May 13 09:37:00 GMT 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","required"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10340","Business Exception Validation Test","","Tue May 13 09:37:00 GMT 2025","passed","Tue May 13 09:37:11 GMT 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","businessException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7415","A test to get the field color value in Hex format","","Tue May 13 09:35:31 GMT 2025","passed","Tue May 13 09:35:39 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","color"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","10301","Required Message text Verification field test","","Tue May 13 09:40:35 GMT 2025","passed","Tue May 13 09:40:45 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","required"
"The InfoWidget doesn't have a Placeholder.","8275","Test for getting the Placeholder value","","Tue May 13 09:28:41 GMT 2025","passed","Tue May 13 09:28:49 GMT 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10300","A test to get the field color value in Hex format","","Tue May 13 09:27:40 GMT 2025","passed","Tue May 13 09:27:50 GMT 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","color"
"Sorting is not available for the Form widget","4984","Sorting test","","Tue May 13 09:41:58 GMT 2025","passed","Tue May 13 09:42:03 GMT 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","8598","The DrillDown test","","Tue May 13 09:36:14 GMT 2025","passed","Tue May 13 09:36:23 GMT 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","drillDown"
"The Hint field type is always read-only","7757","A test to check the field for ""Read-only""","","Tue May 13 09:39:06 GMT 2025","passed","Tue May 13 09:39:13 GMT 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","8769","Run-time exception validation test","","Tue May 13 09:35:57 GMT 2025","passed","Tue May 13 09:36:06 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","runtimeException"
"DrillDown is not available for InfoWidget.","10612","The DrillDown test","","Tue May 13 09:25:34 GMT 2025","passed","Tue May 13 09:25:45 GMT 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","drillDown"
"The test sets the value in the field, and then checks the value in the field with what should be set","7906","A test for setting a value in a field","","Tue May 13 09:34:10 GMT 2025","passed","Tue May 13 09:34:18 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","edit"
"The InfoWidget doesn't have a Placeholder.","6330","Test for getting the Placeholder value","","Tue May 13 09:29:47 GMT 2025","passed","Tue May 13 09:29:53 GMT 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","placeholder"
"The test sets several values in the field, then checks the list with the expected value.","22996","A test for setting multiple values in a field","","Tue May 13 09:33:39 GMT 2025","passed","Tue May 13 09:34:02 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_set"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8679","A test to get the field color value in Hex format","","Tue May 13 09:40:31 GMT 2025","passed","Tue May 13 09:40:40 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","color"
"The InfoWidget doesn't have a Placeholder.","7405","Test for getting the Placeholder value","","Tue May 13 09:28:53 GMT 2025","passed","Tue May 13 09:29:01 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set","8084","A test for setting a value in a field","","Tue May 13 09:31:46 GMT 2025","passed","Tue May 13 09:31:54 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","edit"
"Drill Down is not available for InfoWidget.","5512","The DrillDown test","","Tue May 13 09:30:42 GMT 2025","passed","Tue May 13 09:30:48 GMT 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","drillDown"
