"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The cancel of the created row runs the onCancel action of the sample; the row is removed.","8106","PickTreePopup: cancel-create with the onCancel action","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","pickCreateAndCancelOnCancel"
"Cancel (cancel-create) removes the row added by Add.","4921","PickTreePopup: cancel of the created row","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","pickCreateAndCancel"
"Add creates an empty root row inside the popup; the row is saved from its menu and then deleted from its menu.","8483","PickTreePopup: create inline, save, delete","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","pickCreateInlineAndDelete"
"Add creates an empty root row inside the popup; the row is saved from its menu and then deleted from its menu.","8017","AssocTreePopup: create inline, save, delete","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","assocCreateInlineAndDelete"
"The pencil of the popup row opens its form (options.edit.widget); the changed value is saved and shown.","14788","PickTreePopup: edit inline-form","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","pickEditInlineForm"
"A click on the cell switches the popup row into the edit mode; the changed value is saved from the row menu.","8616","AssocTreePopup: edit inline","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","assocEditInline"
"Add opens the row form inside the popup (options.create.widget); the form is saved and the new row is shown.","22342","PickTreePopup: create inline-form","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","pickCreateInlineForm"
"Add opens the row form inside the popup (options.create.widget); the form is saved and the new row is shown.","7950","AssocTreePopup: create inline-form","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","assocCreateInlineForm"
"The pencil of the popup row opens its form (options.edit.widget); the changed value is saved and shown.","13947","AssocTreePopup: edit inline-form","","2026-09-16","passed","2026-09-16","","PickTreePopup, AssocTreePopup. Row actions inside the popup","application.Samples.Tree.PopupRowActionsTest","assocEditInlineForm"
