"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9696","Required Message validation test for multiple fields","","Tue Jul 08 09:49:58 GMT 2025","passed","Tue Jul 08 09:50:07 GMT 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","fieldLevelValidation"
"The InfoWidget doesn't have a Placeholder.","7536","Test for getting the Placeholder value","","Tue Jul 08 09:19:45 GMT 2025","passed","Tue Jul 08 09:19:53 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","placeholder"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","12283","Confirmation Popup Validation Test","","Tue Jul 08 09:36:54 GMT 2025","passed","Tue Jul 08 09:37:06 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","confirm"
"The test gets the value from the placeholder attribute and returns it in String format","6998","Test for getting the Placeholder value","","Tue Jul 08 09:44:56 GMT 2025","passed","Tue Jul 08 09:45:03 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","placeholder"
"The test checks the downloaded file with the template file that is contained in the resources","6980","A test to compare the downloaded file with the template","","Tue Jul 08 09:25:38 GMT 2025","passed","Tue Jul 08 09:25:45 GMT 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","compare"
"The test sets the value in the field, and then checks the value in the field with what should be set.","17153","A test for setting a value in a field","","Tue Jul 08 09:34:59 GMT 2025","passed","Tue Jul 08 09:35:16 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","edit"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","20172","Confirmation Popup Validation Test","","Tue Jul 08 09:35:33 GMT 2025","passed","Tue Jul 08 09:35:53 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","confirm"
"The test checks for the disabled attribute","6686","A test to check the field for ""Read-only""","","Tue Jul 08 09:41:46 GMT 2025","passed","Tue Jul 08 09:41:52 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","readonly"
"Checking the url before the transition and after the transition/click on a special element","9232","The DrillDown test","","Tue Jul 08 09:46:15 GMT 2025","passed","Tue Jul 08 09:46:24 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7543","A test to get the field color value in Hex format","","Tue Jul 08 09:39:19 GMT 2025","passed","Tue Jul 08 09:39:26 GMT 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","color"
